LICENCE,NAME,MAILING_ADDRESS,BUSINESS_ID,CIVIC_ADDRESS,LICENCE_YEAR,APPLICATION_DATE,X,Y,DESCRIPTION,STATUS,LICENCE_DESC,LEGAL_ID,STREET,YEAR,GISLINK
3596,FULL POTENTIAL LIFESTYLE THERAPY,,BLBUS-0914020400003497,469 OBED AVENUE,2000,2000-01-01-00.00.00.000000,,,CONSULTANT,APPROVED,NOT APPLICABLE,1819991012125647020000,OBED AVE,,000-607-690
3597,RICCOS PIZZA,,BLBUS-0914020400003498,"7 3475 QUADRA STREET
VICTORIA   BC
V8X 1G8",2002,2002-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,TAKEOUT/DELI,BLBUSA-62-0696-0107,QUADRA ST,,010-622-586
3598,KRAP,,BLBUS-0914020400003499,4110 SHELBOURNE STREET,2000,2000-01-01-00.00.00.000000,,,TRUCKING/HAULING,APPROVED,NOT APPLICABLE,1819991012105312140000,SHELBOURNE ST,,001-133-071
3599,K P ROCK AND LANDSCSAPING,,BLBUS-0914020400003500,4 3228 WICKLOW STREET,2000,2000-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,JANITORIAL,1819991012115529050000,WICKLOW ST,,VIS55
360,QUADRA DENTAL CLINIC,,BLBUS-0914020400000261,"403 3939 QUADRA STREET
VICTORIA   BC
V8X 1J5",2012,2012-01-01-00.00.00.000000,,,DENTIST,APPROVED,NOT APPLICABLE,BLBUSA-62-3555-010403,QUADRA ST,,004-788-362
3600,BRANDON ENTERPRISES,,BLBUS-0914020400003501,1495 THAMES PLACE,2007,2007-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GENERAL CONTRACTOR,1819991012105835810000,THAMES PL,,001-622-633
3601,D & S SECOND HAND STORE,,BLBUS-0914020400003502,3890 CAREY ROAD,2009,2009-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,SECOND HAND,1819991012101235640000,CAREY RD,,002-897-750
3602,ADWEB DESIGN,,BLBUS-0914020400003503,5063 DEL MONTE AVENUE,2002,2002-01-01-00.00.00.000000,,,DESIGNER,APPROVED,NOT APPLICABLE,1819991012150008120000,DEL MONTE AVE,,015-918-858
3603,GNC - GENERAL NUTRITION CENTRES,,BLBUS-0914020400003504,"3631 SHELBOURNE ST
VICTORIA   BC
V8P 4H1",2004,2004-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,HEALTH & FITNESS,49119991117153232490000,SHELBOURNE ST,,004-711-980
3604,PROAEGIS DIGITAL INTEGRATION,,BLBUS-0914020400003505,3080 EARL GREY STREET,2000,2000-01-01-00.00.00.000000,,,CONSULTANT,APPROVED,NOT APPLICABLE,1819991012125031770000,EARL GREY ST,,000-028-576
3605,ALL WAYS TOWING,,BLBUS-0914020400003506,645 GOYETTE ROAD,2000,2000-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,TOWING SERVICE,1819991012155824300000,GOYETTE RD,,000-392-740
3606,YARD GUY SERVICES,,BLBUS-0914020400003507,106 SIMS AVENUE,2000,2000-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GARDENING/LAWNCARE,1819991012122825650000,SIMS AVE,,008-194-246
3607,CHARTWELLS CATERING #67608,,BLBUS-0914020400003508,3100 FOUL BAY ROAD,2009,2009-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,CATERING SERVICE,49119991117135218250000,FOUL BAY RD,,017-396-646
3608,DR JUDITH JONES,,BLBUS-0914020400003509,"304 4420 CHATTERTON WAY
VICTORIA   BC
V8X 5J2",2012,2012-01-01-00.00.00.000000,,,PHYSICIAN,APPROVED,NOT APPLICABLE,969C20051028133448340000,CHATTERTON WAY,,025-533-819
3609,QUINELLA AUTO LEASING LTD,,BLBUS-0914020400003510,5031 CORDOVA BAY ROAD,2006,2006-01-01-00.00.00.000000,,,BROKER,APPROVED,POOL HALL,1819991012151848930000,CORDOVA BAY RD,,006-165-311
361,SAN FRANCISCO GIFTS LTD,,BLBUS-0914020400000262,"67 3170 TILLICUM RD
VICTORIA BC  V9A 7C9",2012,2012-01-01-00.00.00.000000,,,RETAIL SALES,TRANSFERRED,HOBBIES/GIFTS/CRAFTS,BLBUSA-66-0959-01067,TILLICUM RD,,000-197-033
3610,TRIPP HARNESS & CARRIAGE,,BLBUS-0914020400003511,5333 SPARTON ROAD,2003,2003-01-01-00.00.00.000000,,,MANUFACTURING,APPROVED,NOT APPLICABLE,1819991012150434730000,SPARTON RD,,015-693-325
3611,SEQUOIA MEMORIAL GARDENS,,BLBUS-0914020400003512,4665 FALAISE DRIVE,2012,2012-01-01-00.00.00.000000,,,FUNERAL SERVICES,APPROVED,NOT APPLICABLE,1819991012154237160000,FALAISE DR,,023-311-151
3612,CANADIAN CANCER SOCIETY,,BLBUS-0914020400003513,204 780 TOLMIE AVENUE,2004,2004-01-01-00.00.00.000000,,,REGISTERED SOCIETY,APPROVED,NOT APPLICABLE,53219991118171917020000,TOLMIE AVE,,004-568-206
3613,BUSY BEELAWN WORKS,,BLBUS-0914020400003514,841 CANTERBURY ROAD,2001,2001-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GARDENING/LAWNCARE,1819991012123842850000,CANTERBURY RD,,023-739-843
3614,DODIE'S DAYCARE,,BLBUS-0914020400003515,4122 CABOT PLACE,2000,2000-01-01-00.00.00.000000,,,DAY CARE CENTRE,APPROVED,NOT APPLICABLE,1819991012111314670000,CABOT PL,,002-144-344
3615,BARBARA J TABATA CONSULTANT,,BLBUS-0914020400003516,4151 TORQUAY DRIVE,2012,2012-01-01-00.00.00.000000,,,CONSULTANT,APPROVED,NOT APPLICABLE,1819991012111014960000,TORQUAY DR,,004-566-912
3616,JUMPING JELLY BEANS DAYCARE,,BLBUS-0914020400003517,526 MEREDITH CRESCENT,2004,2004-01-01-00.00.00.000000,,,DAY CARE CENTRE,APPROVED,NOT APPLICABLE,1819991012124337960000,ALBINA ST,,008-359-849
3617,ENERGIZED DUST BUNNIES,,BLBUS-0914020400003518,957 SCOTIA STREET,2001,2001-01-01-00.00.00.000000,,,JANITORIAL/CLEANING,APPROVED,NOT APPLICABLE,58319991119144659230000,SCOTIA ST,,003-121-216
3618,PUSSY WILLOW CLUB ENT. LTD. THE,,BLBUS-0914020400003519,228 3255 COOK STREET,2001,2001-01-01-00.00.00.000000,,,ESCORT SERVICE,APPROVED,NOT APPLICABLE,BLBUSA-62-1346-001228,COOK ST,,003-311-996
3619,PLANET OCEAN,,BLBUS-0914020400003520,125 3989 QUADRA STREET,2003,2003-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,CLOTHING,57919991119124700360000,QUADRA ST,,001-246-623
362,SAVE-ON-FOODS,,BLBUS-0914020400000263,3510 BLANSHARD STREET,2012,2012-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,FOOD/GROCERIES,1819991012122301260000,BLANSHARD ST,,002-841-347
3620,WILDEN HOLDINGS INC,,BLBUS-0914020400003521,4983 DEL MONTE AVENUE,2010,2010-01-01-00.00.00.000000,,,TELEPHONE SOLICITING,APPROVED,NOT APPLICABLE,1819991012145811850000,DEL MONTE AVE,,008-613-885
3621,NEIL MUTH CONSULTING LIMITED,,BLBUS-0914020400003522,"3943 EMERALD PL
VICTORIA   BC
",2001,2001-01-01-00.00.00.000000,,,CONSULTANT,APPROVED,NOT APPLICABLE,1819991012114208290000,EMERALD CLOSE,,003-900-819
3622,INTEGRATED MECHANICAL,,BLBUS-0914020400003523,780 GLADIOLA AVENUE,2003,2003-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,PLUMBING,1819991012095234150000,GLADIOLA AVE,,VIS3461
3623,WING MACHINE,,BLBUS-0914020400003524,8 3960 SHELBOURNE STREET,2000,2000-01-01-00.00.00.000000,,,RESTAURANT,APPROVED,NOT APPLICABLE,53219991118114331060000,SHELBOURNE ST,,002-562-651
3624,BOTTOM TYME SCUBA INSTRUCTION,,BLBUS-0914020400003525,1681 DERBY ROAD,2000,2000-01-01-00.00.00.000000,,,INSTRUCTOR/INSTRUCTION,APPROVED,NOT APPLICABLE,1819991012133025200000,DERBY RD,,000-459-941
3625,RONI'S GOURMET YOUR WAY,,BLBUS-0914020400003526,"405 3995 QUADRA STREET
VICTORIA   BC
V8Z 1J7",2004,2004-01-01-00.00.00.000000,,,RESTAURANT,APPROVED,NOT APPLICABLE,288720030414094840290000,QUADRA ST,,001-246-623
3626,JOHN MORGAN YACHT SERVICES,,BLBUS-0914020400003527,3213 DONCASTER DRIVE,2004,2004-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,HANDYMAN SERVICE,1819991012133729280000,DONCASTER DR,,006-720-501
3627,BRENIC CONSTRUCTION,,BLBUS-0914020400003528,"4949 ROSE LANE
VICTORIA BC",2004,2004-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,BUILDING,1819991012145532560000,ROSE LANE,,023-214-970
3628,Q R MECHANICAL,,BLBUS-0914020400003529,"722 JASMINE AVE
VICTORIA BC  V8Z 2N9",2006,2006-01-06-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,MECHANICAL,1819991012095006620000,JASMINE AVE,,001-136-950
3629,ARBUTUS LIMOSINE SERVICES LTD,,BLBUS-0914020400003530,"311 1020 MCKENZIE AVENUE
VICTORIA   BC
V8X 3Y1",2007,2007-01-01-00.00.00.000000,,,TAXI CAB,APPROVED,NOT APPLICABLE,1819991012134958470000,QUEENSWOOD DR,,000-983-900
363,SAVE ON GAS LTD,,BLBUS-0914020400000264,4474 WEST SAANICH ROAD,2002,2002-01-01-00.00.00.000000,,,GAS BAR/RETAIL SALES,APPROVED,NOT APPLICABLE,49119991117162517840000,WEST SAANICH RD,,023-933-500
3630,WESTERN MOVING & STORAGE LTD,,BLBUS-0914020400003531,"100 770 ENTERPRISE CRES
VICTORIA   BC
V8Z 6R4",2000,2000-01-01-00.00.00.000000,,,MOVING/STORAGE COMPANY,APPROVED,NOT APPLICABLE,BLBUSA-49-0839-040100,ENTERPRISE CRES,,017-309-654
3631,MACCOSHAM VANLINES (CANADA) CO LTD,,BLBUS-0914020400003532,4261 GLANFORD AVENUE,2001,2001-01-01-00.00.00.000000,,,MOVING/STORAGE COMPANY,APPROVED,NOT APPLICABLE,1819991012154948980000,GLANFORD AVE,,003-825-078
3632,CANDICE'S KIDS DAYCARE,,BLBUS-0914020400003533,3541 SHELBOURNE STREET,2000,2000-01-01-00.00.00.000000,,,DAY CARE CENTRE,APPROVED,NOT APPLICABLE,1819991012133139850000,SHELBOURNE ST,,004-368-878
3633,VANCOUVER ISLAND KIDS KLUB CENTRE,,BLBUS-0914020400003534,671 AGNES STREET,2000,2000-01-01-00.00.00.000000,,,DAY CARE CENTRE,APPROVED,NOT APPLICABLE,1819991012101547990000,AGNES ST,,000-295-566
3634,C R SOUTH,,BLBUS-0914020400003535,"3968 OAKWINDS ST
VICTORIA   BC
",2000,2000-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,BUILDING,1819991012104930070000,OAKWINDS ST,,003-034-674
3635,WEST COAST CARTOONS,,BLBUS-0914020400003536,552 AGNES STREET,2000,2000-01-01-00.00.00.000000,,,DISTRIBUTOR/SUPPLIER,APPROVED,NOT APPLICABLE,1819991012102233890000,AGNES ST,,005-182-000
3636,DE HOOG MANAGEMENT CONSULTANTS,,BLBUS-0914020400003537,3201 SHELBOURNE STREET,2000,2000-01-01-00.00.00.000000,,,CONSULTANT,APPROVED,NOT APPLICABLE,1819991012132533990000,SHELBOURNE ST,,004-907-230
3637,"ENERGY BAR, THE",,BLBUS-0914020400003538,3301 DOUGLAS STREET,2004,2004-01-01-00.00.00.000000,,,CONCESSION,APPROVED,NOT APPLICABLE,1819991012131624510000,DOUGLAS ST,,VIS1421
3638,HETTICH CANADA LTD,,BLBUS-0914020400003539,50 4223 COMMERCE CIRCLE,2000,2000-01-01-00.00.00.000000,,,DISTRIBUTOR/SUPPLIER,APPROVED,NOT APPLICABLE,56119991118154538520000,COMMERCE CIR,,000-250-848
3639,LITTLE ANGELS FAMILY DAY HOME,,BLBUS-0914020400003540,3978 MARIA ROAD,1999,1999-01-01-00.00.00.000000,,,DAY CARE CENTRE,REJECTED,NOT APPLICABLE,1819991012111806220000,MARIA RD,,004-557-778
364,SAVE ON GAS LTD,,BLBUS-0914020400000265,4474 WEST SAANICH ROAD,2002,2002-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,CONVENIENCE STORE,49119991117162517840000,WEST SAANICH RD,,023-933-500
3640,MAUREEN JOY SCHMIT,,BLBUS-0914020400003541,5126 CORDOVA BAY ROAD,2000,2000-01-01-00.00.00.000000,,,PERSONAL SERVICE,APPROVED,NOT APPLICABLE,49119991117132847270000,CORDOVA BAY RD,,004-462-271
3641,SUTLEJ TAXI,,BLBUS-0914020400003542,900 VIOLET AVENUE,2009,2009-01-01-00.00.00.000000,,,TAXI CAB,APPROVED,NOT APPLICABLE,1819991012095429980000,VIOLET AVE,,018-019-935
3642,ISLAND SEED CO,,BLBUS-0914020400003543,"100 770 ENTERPRISE CRES
VICTORIA   BC
V8Z 6R4",2000,2000-01-01-00.00.00.000000,,,STORAGE/WAREHOUSE,APPROVED,NOT APPLICABLE,BLBUSA-49-0839-040100,ENTERPRISE CRES,,017-309-654
3643,NORLUX CONSTRUCTION LTD,,BLBUS-0914020400003544,3491 CAMCREST PLACE,2009,2009-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,TRANSFERRED,BUILDING,1819991012133548000000,BONAIR PL,,023-043-598
3644,HAMMERMAN INDUSTRIES,,BLBUS-0914020400003545,734 TERMINAL AVENUE,1999,1999-01-01-00.00.00.000000,,,NON-RESIDENT,APPROVED,NOT APPLICABLE,BLC-CONV-219991012113031,BUSINESS - OUT OF TOWN,,
3645,"SALVATION ARMY VICTORIA CITADEL, THE",,BLBUS-0914020400003546,4030 DOUGLAS STREET,2005,2005-01-01-00.00.00.000000,,,REGISTERED SOCIETY,APPROVED,NOT APPLICABLE,1819991012102413960000,DOUGLAS ST,,023-338-636
3646,BLUEBELL CREATIONS,,BLBUS-0914020400003547,1940 ARGYLE AVENUE,2002,2002-01-01-00.00.00.000000,,,HOME CRAFTS,APPROVED,NOT APPLICABLE,1819991012132617490000,ARGYLE AVE,,005-919-371
3647,MARK'S RESTAURANT SERVICE INC,,BLBUS-0914020400003548,3 515 DUPPLIN ROAD,2012,2012-01-01-00.00.00.000000,,,SALES/SERVICE,APPROVED,RESTAURANT EQUIPMENT,1819991012130713780000,DUPPLIN RD,,VIS3039
3648,"FRIENDLY COMPUTER GUY, THE",,BLBUS-0914020400003549,4436 MAJESTIC DRIVE,2003,2003-01-01-00.00.00.000000,,,DISTRIBUTOR/SUPPLIER,APPROVED,ENGINEERING,1819991012110211780000,MAJESTIC DR,,001-311-352
3649,SNAKE SNACKS,,BLBUS-0914020400003550,4436 MAJESTIC DRIVE,2000,2000-01-01-00.00.00.000000,,,DISTRIBUTOR/SUPPLIER,APPROVED,NOT APPLICABLE,1819991012110211780000,MAJESTIC DR,,001-311-352
365,DR MILLER & PHILIPS,,BLBUS-0914020400000266,"402 3939 QUADRA ST
VICTORIA BC  V8X 1J5",2012,2012-01-01-00.00.00.000000,,,PHYSICIAN,TRANSFERRED,NOT APPLICABLE,292320040315150457780000,QUADRA ST,,004-788-362
3650,FRACKSON CHIROPRACTIC,,BLBUS-0914020400003551,"3650 QUADRA ST
VICTORIA   BC
V8X 1H4",2012,2012-01-01-00.00.00.000000,,,CHIROPRACTOR,TRANSFERRED,NOT APPLICABLE,651920010404144257060000,CLOVERDALE AVE,,009-192-948
3651,MATTICK'S FARM MINI-GOLF,,BLBUS-0914020400003552,5325 CORDOVA BAY ROAD,2012,2012-01-01-00.00.00.000000,,,GOLF COURSE (MINI-GOLF),APPROVED,NOT APPLICABLE,1819991012151745710000,CORDOVA BAY RD,,023-550-112
3652,MATTICK'S FARM MINI-GOLF,,BLBUS-0914020400003553,5325 CORDOVA BAY ROAD,2012,2012-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,SPORTSWARE & EQUIPMENT,1819991012151745710000,CORDOVA BAY RD,,023-550-112
3653,JIM'S MOBILE AUTO REPAIR,,BLBUS-0914020400003554,4100 GRANVILLE AVENUE,2006,2006-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,MOBILE MECHANIC,1819991012095649820000,GRANVILLE AVE,,005-757-541
3654,NORWALK FURNITURE,,BLBUS-0914020400003555,"770 ENTERPRISE CRES
VICTORIA   BC
",2000,2000-01-01-00.00.00.000000,,,STORAGE/WAREHOUSE,APPROVED,NOT APPLICABLE,1819991012103547180000,ENTERPRISE CRES,,017-309-654
3655,FLORAL HARVEST DESIGNS,,BLBUS-0914020400003556,1228 MARIPOSA AVENUE,2000,2000-01-01-00.00.00.000000,,,HOME CRAFTS,APPROVED,NOT APPLICABLE,1819991012100122640000,MARIPOSA AVE,,002-855-682
3656,DR NANCY J MCLEOD INC,,BLBUS-0914020400003557,"304 4420 CHATTERTON WAY
VICTORIA   BC
V8X 5J2",2012,2012-01-01-00.00.00.000000,,,PHYSICIAN,APPROVED,NOT APPLICABLE,969C20051028133501870000,CHATTERTON WAY,,025-533-819
3657,DR EUNICE M FAST,,BLBUS-0914020400003558,"304 4420 CHATTERTON WAY
VICTORIA   BC
V8X 5J2",2012,2012-01-01-00.00.00.000000,,,PHYSICIAN,APPROVED,NOT APPLICABLE,969C20051028133907420000,CHATTERTON WAY,,025-533-819
3658,ACTIVE SHOPPING & DELIVERY LTD,,BLBUS-0914020400003559,835 VIOLET AVENUE,2001,2001-01-01-00.00.00.000000,,,PERSONAL SERVICE,APPROVED,NOT APPLICABLE,1819991012095115160000,VIOLET AVE,,007-833-555
3659,COE POSSCAN SYSTEMS INC,,BLBUS-0914020400003560,3384 BURNS AVENUE,1999,1999-01-01-00.00.00.000000,,,STORAGE/WAREHOUSE,REJECTED,NOT APPLICABLE,45419991117115539650000,BURNS AVE,,000-240-621
366,SCAN DESIGNS 1983 LTD,,BLBUS-0914020400000267,574 CULDUTHEL ROAD,2007,2007-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,FURNITURE,1819991012130614180000,CULDUTHEL RD,,000-132-691
3660,EMB ENTERPRISES,,BLBUS-0914020400003561,1912 WOODLEY ROAD,2006,2006-01-01-00.00.00.000000,,,WRITER,APPROVED,NOT APPLICABLE,1819991012132813490000,WOODLEY RD,,006-685-765
3661,SZECHUAN CITY RESTAURANT,,BLBUS-0914020400003562,306 BURNSIDE ROAD WEST,2007,2007-01-01-00.00.00.000000,,,RESTAURANT,APPROVED,NOT APPLICABLE,1819991012125356480000,BURNSIDE RD W,,000-133-035
3662,GOODE ENVIRONMENTAL SERVICES,,BLBUS-0914020400003563,3786 BELGRAVE ROAD,2012,2012-01-01-00.00.00.000000,,,CONSULTANT,APPROVED,LOGGING,1819991012094829340000,BELGRAVE RD,,000-088-757
3663,U A P/NAPA AUTO PARTS,,BLBUS-0914020400003564,555 ARDERSIER ROAD,2012,2012-01-01-00.00.00.000000,,,WHOLESALE MERCHANT/ANCILLARY RETAIL,APPROVED,NOT APPLICABLE,1819991012130643790000,ARDERSIER RD,,003-281-213
3664,ARBUTUS DECORATING,,BLBUS-0914020400003565,1799 FOREST ROAD,2000,2000-01-01-00.00.00.000000,,,SALES/SERVICE,APPROVED,NOT APPLICABLE,1819991012115025970000,FOREST RD,,002-906-015
3665,RIVIERA SOCIAL CLUB,,BLBUS-0914020400003566,3366 DOUGLAS STREET,2001,2001-01-01-00.00.00.000000,,,REGISTERED SOCIETY,APPROVED,NOT APPLICABLE,1819991012130546120000,DOUGLAS ST,,003-904-181
3666,TEN THOUSAND VILLAGES,,BLBUS-0914020400003567,"330 777 ROYAL OAK DRIVE
VICTORIA   BC
V8X 4V1",2012,2012-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,HOBBIES/GIFTS/CRAFTS,BLBUSA-47-0575-110330,ROYAL OAK DR,,017-632-641
3667,BROWN'S BRUSHWORKS,,BLBUS-0914020400003568,4969 WESLEY ROAD,2000,2000-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GENERAL CONTRACTOR,1819991012151158690000,WESLEY RD,,003-542-670
3668,ARROW SYSTEMS DESIGN LIMITED,,BLBUS-0914020400003569,"A 1538 ARROW RD
VICTORIA   BC
V8N 1C5",2012,2012-01-01-00.00.00.000000,,,CONSULTANT,APPROVED,NOT APPLICABLE,1819991012104901180000,ARROW RD,,001-342-711
3669,PICK UP THE PACE,,BLBUS-0914020400003570,3400 RICHMOND ROAD,2001,2001-01-01-00.00.00.000000,,,PERSONAL SERVICE,APPROVED,NOT APPLICABLE,1819991012132807450000,RICHMOND RD,,003-121-488
367,SCAN DESIGNS 1983 LTD,,BLBUS-0914020400000268,574 CULDUTHEL ROAD,1999,1999-01-01-00.00.00.000000,,,,APPROVED,NOT APPLICABLE,1819991012130614180000,CULDUTHEL RD,,000-132-691
3670,"MOSER, MARTY",,BLBUS-0914020400003571,4051 QUADRA STREET,2003,2003-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,INSTALLATIONS,1819991012104009720000,KENNETH ST,,000-634-280
3671,DECORATING DEN INTERIORS,,BLBUS-0914020400003572,"1195 FOXRIDGE CRT
VICTORIA   BC
",2003,2003-01-01-00.00.00.000000,,,DESIGNER,APPROVED,NOT APPLICABLE,1819991012152228960000,FOXRIDGE CRT,,013-577-212
3672,ATLAS MINI BLINDS,,BLBUS-0914020400003573,"1294 DAVIS CRT
VICTORIA   BC
",2000,2000-01-01-00.00.00.000000,,,MANUFACTURING,APPROVED,NOT APPLICABLE,1819991012120711820000,DAVIS CRT,,018-220-444
3673,YAZMIN'S MEXICAN SALSAS,,BLBUS-0914020400003574,3950 CAREY ROAD,2000,2000-01-01-00.00.00.000000,,,WHOLESALE MERCHANT/NO RETAIL SALES,APPROVED,NOT APPLICABLE,1819991012102535030000,CAREY RD,,000-232-637
3674,MOUNTAIN VIEW ADVENTURE GEAR LTD,,BLBUS-0914020400003575,3957 GORDON HEAD ROAD,2003,2003-01-01-00.00.00.000000,,,SALES/SERVICE,APPROVED,INTERNET/MAIL ORDER SALES,1819991012111754680000,GORDON HEAD RD,,008-500-771
3675,DIRECTXPRESS,,BLBUS-0914020400003576,1288 ALAN ROAD,2001,2001-01-01-00.00.00.000000,,,COURIER/DELIVERY,APPROVED,NOT APPLICABLE,1819991012100417410000,ALAN RD,,007-142-480
3676,SUE'S HAIR,,BLBUS-0914020400003577,"1590 HAWTHORNE ST
VICTORIA   BC
V8N 2M1",2012,2012-01-01-00.00.00.000000,,,HAIRDRESSER/BARBER,APPROVED,NOT APPLICABLE,1819991012105922990000,HAWTHORNE ST,,003-936-716
3677,DISCOVERY COMPUTERS,,BLBUS-0914020400003578,"2A 4071 SHELBOURNE ST
VICTORIA   BC
V8N 5Y1",2004,2004-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,COMPUTERS & SOFTWARE,445220020710130619840000,SHELBOURNE ST,,004-943-864
3678,EVERGREEN WELLNESS (2004) INC,,BLBUS-0914020400003579,"510 777 ROYAL OAK DRIVE
VICTORIA   BC
V8X 4V1",2012,2012-01-01-00.00.00.000000,,,CLINIC,APPROVED,NOT APPLICABLE,1819991012114721910000,BLAIR AVE,,000-715-344
3679,KEMPS KLEANERS LTD,,BLBUS-0914020400003580,"7 3318 OAK STREET
VICTORIA   BC
V8X 1R1",2007,2007-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,JANITORIAL,BLBUSA-68-1816-0507,OAK ST,,001-194-411
368,SEA TO YOU FISH & CHIPS,,BLBUS-0914020400000269,3623 SHELBOURNE STREET,2005,2005-01-01-00.00.00.000000,,,RESTAURANT,APPROVED,NOT APPLICABLE,49119991117153232320000,SHELBOURNE ST,,004-711-980
3680,WINNERS MERCHANTS INTERNATIONAL LP,,BLBUS-0914020400003581,167 3170 TILLICUM ROAD,2012,2012-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,CLOTHING,BLBUSA-66-0959-010167,TILLICUM RD,,000-197-033
3681,CROSSTIME GAMES OF BRITISH COLUMBIA,,BLBUS-0914020400003582,"214 3244 QUADRA ST
VICTORIA   BC
V8X 1G2",2005,2005-01-01-00.00.00.000000,,,PUBLISHER,APPROVED,NOT APPLICABLE,290020020619083155370000,QUADRA ST,,009-193-529
3682,"BICYCLE PATCH, THE",,BLBUS-0914020400003583,1262 OAKMOUNT ROAD,2000,2000-01-01-00.00.00.000000,,,SALES/SERVICE,APPROVED,FOOD & BEVERAGE,1819991012120205880000,OAKMOUNT RD,,008-387-681
3683,ZERO ONE DESIGN INC,,BLBUS-0914020400003584,"922 NICHOLSON ST
VICTORIA   BC
V8X 4B4",2010,2010-01-01-00.00.00.000000,,,DESIGNER,APPROVED,NOT APPLICABLE,1819991012101410220000,NICHOLSON ST,,000-609-544
3684,SEAGRAVE PROPERTIES,,BLBUS-0914020400003585,3100 RICHMOND ROAD,2005,2005-01-01-00.00.00.000000,,,APARTMENTS,APPROVED,NOT APPLICABLE,1819991012131958450000,RICHMOND RD,,004-081-765
3685,PACE WEST MECHANICAL LTD.,,BLBUS-0914020400003586,"BUSINESS - OUT OF TOWN
   
",2000,2000-01-01-00.00.00.000000,,,NON-RESIDENT,APPROVED,NOT APPLICABLE,BLC-CONV-219991012113031,BUSINESS - OUT OF TOWN,,
3686,C & T CONST MGMT LTD,,BLBUS-0914020400003587,406 MANITOU ROAD,1999,1999-01-01-00.00.00.000000,,,NON-RESIDENT,APPROVED,NOT APPLICABLE,BLC-CONV-219991012113031,BUSINESS - OUT OF TOWN,,
3687,ON THE SIDE HAIR DESIGN,,BLBUS-0914020400003588,4801 TOWNSEND DRIVE,2012,2012-01-01-00.00.00.000000,,,HAIRDRESSER/BARBER,APPROVED,NOT APPLICABLE,1819991012155401480000,TOWNSEND DR,,000-486-477
3688,TRIPLE C  LTD,,BLBUS-0914020400003589,3872 CAREY ROAD,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,MOBILE MECHANIC,1819991012101217790000,CAREY RD,,005-505-151
3689,P C S PRESCHOOL,,BLBUS-0914020400003590,671 AGNES STREET,2012,2012-01-01-00.00.00.000000,,,DAY CARE CENTRE,APPROVED,NOT APPLICABLE,1819991012101547990000,AGNES ST,,000-295-566
369,SEARCH & RESCUE SOCIETY OF B.C.,,BLBUS-0914020400000270,"D 23 BURNSIDE RD W
VICTORIA   BC
V9A 6Z7",2012,2012-01-01-00.00.00.000000,,,REGISTERED SOCIETY,APPROVED,NOT APPLICABLE,56119991118134820320000,BURNSIDE RD W,,024-354-031
3690,BRENHER CONSTRUCTION LTD.,,BLBUS-0914020400003591,2 15 CADILLAC AVENUE,2001,2001-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,BUILDING,1819991012122619650000,CADILLAC AVE,,VIS4615
3691,D FRITZ APPRAISALS INC,,BLBUS-0914020400003592,"840 ROYAL OAK AVE
VICTORIA BC  V8X 3T2",2012,2012-01-01-00.00.00.000000,,,APPRAISER,TRANSFERRED,NOT APPLICABLE,1819991012153810390000,ROYAL OAK AVE,,005-537-614
